ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
205746_s_at, 205745_x_at, 213532_at	ADAM metallopeptidase domain 17(ADAM17)	Homo sapiens		h_erbb4Pathway:g-Secretase mediated ErbB4 Signaling Pathway ,h_notchPathway:Proteolysis and Signaling Pathway of Notch ,h_ps1Pathway:Presenilin action in Notch and Wnt signaling,		GO:0001666~response to hypoxia,GO:0001934~positive regulation of protein phosphorylation,GO:0002446~neutrophil mediated immunity,GO:0002467~germinal center formation,GO:0002690~positive regulation of leukocyte chemotaxis,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0007155~cell adhesion,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007219~Notch signaling pathway,GO:0007220~Notch receptor processing,GO:0008284~positive regulation of cell proliferation,GO:0010820~positive regulation of T cell chemotaxis,GO:0030183~B cell differentiation,GO:0030307~positive regulation of cell growth,GO:0030335~positive regulation of cell migration,GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0031293~membrane protein intracellular domain proteolysis,GO:0031659~positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,GO:0032496~response to lipopolysaccharide,GO:0032722~positive regulation of chemokine production,GO:0033025~regulation of mast cell apoptotic process,GO:0033077~T cell differentiation in thymus,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0033627~cell adhesion mediated by integrin,GO:0035313~wound healing, spreading of epidermal cells,GO:0035625~epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway,GO:0042493~response to drug,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0048536~spleen development,GO:0048870~cell motility,GO:0050830~defense response to Gram-positive bacterium,GO:0051088~PMA-inducible membrane protein ectodomain proteolysis,GO:0051272~positive regulation of cellular component movement,GO:0055099~response to high density lipoprotein particle,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,GO:0009986~cell surface,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0032587~ruffle membrane,GO:0045121~membrane raft,	GO:0004222~metalloendopeptidase activity,GO:0005112~Notch binding,GO:0005138~interleukin-6 receptor binding,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0008237~metallopeptidase activity,GO:0017124~SH3 domain binding,GO:0030165~PDZ domain binding,GO:0046872~metal ion binding,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR024079:Metallopeptidase, catalytic domain,	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,	614328~Inflammatory skin and bowel disease, neonatal, 1,		SM00050:DISIN,	3D-structure,Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Notch signaling pathway,Phosphoprotein,Polymorphism,Protease,Proteomics identification,Reference proteome,SH3-binding,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 17,compositionally biased region:Cys-rich,compositionally biased region:Poly-Val,disulfide bond,domain:Disintegrin,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),helix,metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,modified residue,region of interest:Crambin-like,sequence conflict,sequence variant,short sequence motif:Cysteine switch,short sequence motif:SH3-binding,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
207597_at	ADAM metallopeptidase domain 18(ADAM18)	Homo sapiens				GO:0006508~proteolysis,GO:0007275~multicellular organism development,GO:0007283~spermatogenesis,GO:0030154~cell differentiation,	GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Complete proteome,Developmental protein,Differentiation,Disulfide bond,EGF-like domain,Glycoprotein,Membrane,Polymorphism,Reference proteome,Signal,Spermatogenesis,Transmembrane,Transmembrane helix,	chain:Disintegrin and metalloproteinase domain- containing protein 18,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
209765_at, 221128_at	ADAM metallopeptidase domain 19(ADAM19)	Homo sapiens				GO:0006509~membrane protein ectodomain proteolysis,GO:0007507~heart development,	GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0017124~SH3 domain binding,GO:0046872~metal ion binding,	IPR000742:Epidermal growth factor-like domain,IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Polymorphism,Protease,Proteomics identification,Reference proteome,SH3-binding,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 19,compositionally biased region:Cys-rich,compositionally biased region:Poly-Glu,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,sequence conflict,sequence variant,short sequence motif:Cysteine switch,short sequence motif:SH3-binding,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
207664_at	ADAM metallopeptidase domain 2(ADAM2)	Homo sapiens				GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0007229~integrin-mediated signaling pathway,GO:0007338~single fertilization,GO:0007339~binding of sperm to zona pellucida,GO:0007342~fusion of sperm to egg plasma membrane,GO:0008542~visual learning,GO:0030534~adult behavior,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0005178~integrin binding,GO:0008237~metallopeptidase activity,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Cell adhesion,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Integrin,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Disintegrin and metalloproteinase domain- containing protein 2,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
207423_s_at, 207422_at	ADAM metallopeptidase domain 20(ADAM20)	Homo sapiens				GO:0006508~proteolysis,GO:0007338~single fertilization,GO:0007339~binding of sperm to zona pellucida,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0046872~metal ion binding,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Protease,Reference proteome,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 20,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,sequence conflict,sequence variant,short sequence motif:Cysteine switch,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
207665_at	ADAM metallopeptidase domain 21(ADAM21)	Homo sapiens				GO:0006508~proteolysis,GO:0007338~single fertilization,GO:0007339~binding of sperm to zona pellucida,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030424~axon,GO:0043025~neuronal cell body,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0046872~metal ion binding,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Protease,Reference proteome,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 21,compositionally biased region:Cys-rich,compositionally biased region:Poly-Val,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,sequence conflict,short sequence motif:Cysteine switch,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
208237_x_at, 206616_s_at, 206615_s_at, 208226_x_at, 213411_at, 208227_x_at	ADAM metallopeptidase domain 22(ADAM22)	Homo sapiens				GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0007162~negative regulation of cell adhesion,GO:0007229~integrin-mediated signaling pathway,GO:0007417~central nervous system development,GO:0008344~adult locomotory behavior,GO:0022011~myelination in peripheral nervous system,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030424~axon,	GO:0004222~metalloendopeptidase activity,GO:0005178~integrin binding,GO:0005515~protein binding,	IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR013111:EGF, extracellular,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	3D-structure,Alternative splicing,Cell adhesion,Cell projection,Cleavage on pair of basic residues,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Integrin,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Disintegrin and metalloproteinase domain- containing protein 22,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),helix,modified residue,mutagenesis site,sequence variant,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
213808_at, 206046_at	ADAM metallopeptidase domain 23(ADAM23)	Homo sapiens				GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0007229~integrin-mediated signaling pathway,GO:0007417~central nervous system development,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0008237~metallopeptidase activity,	IPR000742:Epidermal growth factor-like domain,IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR013111:EGF, extracellular,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Cell adhesion,Cell membrane,Cleavage on pair of basic residues,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Integrin,Membrane,Proteomics identification,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,	chain:Disintegrin and metalloproteinase domain- containing protein 23,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),modified residue,mutagenesis site,region of interest:May bind the integrin receptor,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
208269_s_at, 205997_at, 208268_at	ADAM metallopeptidase domain 28(ADAM28)	Homo sapiens				GO:0006508~proteolysis,GO:0007283~spermatogenesis,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0046872~metal ion binding,	IPR000742:Epidermal growth factor-like domain,IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Cell membrane,Cleavage on pair of basic residues,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Polymorphism,Protease,Proteomics identification,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 28,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,sequence conflict,sequence variant,short sequence motif:Cysteine switch,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
221446_at	ADAM metallopeptidase domain 30(ADAM30)	Homo sapiens				GO:0006508~proteolysis,GO:0007339~binding of sperm to zona pellucida,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0031902~late endosome membrane,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,	IPR000742:Epidermal growth factor-like domain,IPR001590:Peptidase M12B, ADAM/reprolysin,IPR001762:Blood coagulation inhibitor, Disintegrin,IPR002870:Peptidase M12B, propeptide,IPR006586:ADAM, cysteine-rich,IPR013032:EGF-like, conserved site,IPR018358:Disintegrin, conserved site,IPR024079:Metallopeptidase, catalytic domain,				SM00050:DISIN,SM00608:ACR,	Alternative splicing,Complete proteome,Disulfide bond,EGF-like domain,Endosome,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Polymorphism,Protease,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Disintegrin and metalloproteinase domain- containing protein 30,compositionally biased region:Cys-rich,disulfide bond,domain:Disintegrin,domain:EGF-like,domain:Peptidase M12B,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc; catalytic,metal ion-binding site:Zinc; in inhibited form,region of interest:5 X 9 AA approximate repeats,repeat:1,repeat:2,repeat:3,repeat:4,repeat:5,sequence conflict,sequence variant,short sequence motif:Cysteine switch,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
